,Fecha extrac,Enlace,Marca,Modelo,Precio,Localización,Potencia,Tipo vendedor,Categoría,Tipo de vehículo,puertas,Versión del país,Garantía,Kilometraje,Año,Tipo de cambio,Capacidad,Consumo de combustible,Color exterior,Color original,Tracción,plazas,Número de marchas,Número de cilindros,Peso,Tipo de combustible,Mes
5103,2023-11-17,https://www.autoscout24.es/anuncios/hyundai-tucson-1-6-crdi-48v-tecno-2c-4x2-diesel-negro-3ee57167-c020-4b72-b486-71a7d214fc56,Hyundai,TUCSON,32900.0,https://maps.google.com/?q=C%2F%20Manzanos%20n%C2%BA%201%2C%2028703%20San%20Sebasti%C3%A1n%20de%20los%20Reyes%20-%20Madrid%2C%20ES,136,Prof.,SUV/4x4/Pickup,Ocasión,5,España,36,20000,2023,Manual,2993.0,9.2,Negro,Negro,Tracción a las cuatro ruedas,5,6,6,2494.0,Diésel,6
5104,2023-11-17,https://www.autoscout24.es/anuncios/hyundai-tucson-1-6-tgdi-48v-maxx-4x2-gasolina-negro-07c465b3-669e-4c22-b5dd-8ee046a19974,Hyundai,TUCSON,32900.0,https://maps.google.com/?q=VALLADOLID%2C%2047001%20VALLADOLID%2C%20ES,150,Prof.,SUV/4x4/Pickup,Ocasión,5,España,51,15000,2022,Manual,2997.0,7.6,Negro,Negro,Tracción a las cuatro ruedas,5,8,6,2178.0,Diésel,9
5105,2023-11-17,https://www.autoscout24.es/anuncios/hyundai-i40-1-7crdi-bluedrive-klass-diesel-blanco-fdac0890-86eb-4d73-8d18-b533ea848851,Hyundai,i40,8790.0,https://maps.google.com/?q=C%2F%20FRESER%2C%20114%2C%2008026%20BARCELONA%2C%20ES,116,Prof.,Sedán,Ocasión,4,España,12,177000,2014,Manual,5935.0,16.5,Blanco,Blanco,Tracción trasera,5,6,12,1800.0,Gasolina,12
5106,2023-11-17,https://www.autoscout24.es/anuncios/hyundai-ix35-1-7crdi-bd-tecno-4x2-diesel-blanco-960c88a0-2e81-4d3c-acdd-dee0cb0f1a7d,Hyundai,iX35,10990.0,https://maps.google.com/?q=AV.%20PERU%2C%2081%2C%2008304%20MATARO%2C%20ES,114,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,156000,2015,Manual,5935.0,14.9,Blanco,Blanco,Tracción trasera,5,6,12,1950.0,Gasolina,1
5107,2023-11-17,https://www.autoscout24.es/anuncios/hyundai-santa-fe-tm-2-0crdi-essence-dk-4x2-diesel-negro-0fe8bc74-7242-49a1-a814-b49839273b2e,Hyundai,SANTA FE,35490.0,https://maps.google.com/?q=VALENCIA%2C%2028025%20VALENCIA%2C%20ES,150,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,39639,2020,Manual,1400.0,7.9,Negro,Negro,Tracción delantera,5,1,4,1035.0,Gasolina,12
5108,2023-11-17,https://www.autoscout24.es/anuncios/hyundai-tucson-1-6-tgdi-klass-4x2-gasolina-blanco-e34865d1-d50a-4190-8cd0-be251d84f52e,Hyundai,TUCSON,234001.0,https://maps.google.com/?q=CTRA.%20LOGRO%C3%91O%2C%2032%2C%2050011%20ZARAGOZA%2C%20ES,150,Prof.,SUV/4x4/Pickup,Ocasión,5,España,60,13195,2022,Manual,2721.0,9.4,Blanco,POLAR WHITE,Tracción a las cuatro ruedas,5,6,6,2494.0,Diésel,5
5109,2023-11-17,https://www.autoscout24.es/anuncios/hyundai-ix35-2-0-gls-comfort-i-aut-4x4-gasolina-gris-d51b29fb-c43c-46ad-883f-193fff1ca075,Hyundai,iX35,12600.0,https://maps.google.com/?q=C%2FHERMANDAD%2C%2018%2C%2028025%20MADRID%2C%20ES,163,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,117075,2012,Automático,3982.0,10.5,Gris,CENIZA,Tracción trasera,5,8,8,1630.0,Gasolina,2
5110,2023-11-17,https://www.autoscout24.es/anuncios/hyundai-tucson-1-6-gdi-sle-4x2-gasolina-blanco-b6704584-ea05-4c0c-9beb-2a9bc2abefa3,Hyundai,TUCSON,17900.0,https://maps.google.com/?q=VALLADOLID%2C%2047001%20VALLADOLID%2C%20ES,132,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,60000,2019,Manual,2891.0,9.2,Blanco,Blanco,Tracción delantera,5,1,6,1620.0,Eléctrico,10
5111,2023-11-17,https://www.autoscout24.es/anuncios/hyundai-kona-1-0-tgdi-maxx-4x2-gasolina-gris-ba88b70b-b622-4d55-9af6-839dccebfccd,Hyundai,KONA,16775.0,https://maps.google.com/?q=C.C.%20Carrefour%20Actur%20Zaragoza%2C%20Calle%20Mar%C3%ADa%20Zambrano%2071%2C%2050018%20Zaragoza%2C%20ES,120,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,9194,2021,Manual,1368.0,7.9,Gris,Gris,Tracción delantera,5,5,4,1035.0,Gasolina,10
5112,2023-11-17,https://www.autoscout24.es/anuncios/hyundai-tucson-1-6crdi-48v-sle-4x2-diesel-blanco-a06ce286-ade6-435f-ba28-518dc5fd13fc,Hyundai,TUCSON,17885.0,https://maps.google.com/?q=CAM%C3%8D%20DELS%20MOLLONS%2C%2036%2C%2046970%20ALAQU%C3%81S%2C%20ES,116,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,91363,2019,Manual,1996.0,5.3,Blanco,Blanco,Tracción delantera,5,8,4,1733.0,Diésel,7
5113,2023-11-17,https://www.autoscout24.es/anuncios/hyundai-tucson-1-6-crdi-klass-4x2-diesel-rojo-6b3c51e8-38f7-4375-a568-9e52d5ccd3b4,Hyundai,TUCSON,20890.0,https://maps.google.com/?q=Av.%20Laboral%2C%2010%2C%2028021%20MADRID%2C%20ES,116,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,44936,2022,Manual,2997.0,7.5,Rojo,Rojo,Tracción a las cuatro ruedas,5,8,6,2178.0,Diésel,8
5114,2023-11-17,https://www.autoscout24.es/anuncios/hyundai-i30-1-4-classic-gl-gasolina-gris-fe2fc0b1-5d75-454d-95c4-5b2c2a0098c3,Hyundai,i30,4499.0,https://maps.google.com/?q=CALLE%20DUQUE%20DE%20ALCALA%2034%2C%2041710%20UTRERA%2C%20ES,109,Prof.,Coche pequeño,Ocasión,5,España,12,212072,2010,Manual,5935.0,16.7,Gris,Gris,Tracción trasera,5,6,12,1375.0,Gasolina,8
5115,2023-11-17,https://www.autoscout24.es/anuncios/hyundai-kona-1-6-hybrid-klass-2wd-electro-gasolina-blanco-4a090065-c5e9-4726-a75f-54cf60141b27,Hyundai,KONA,18109.0,https://maps.google.com/?q=Plaza%20de%20Europa%2C%20S%2FN%20Centro%20Comercial%20Gran%20Turia%2C%20L-256%2C%20257%2C%2046014%20Valencia%2C%20ES,141,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,35193,2020,Automático,1084.0,6.1,Blanco,Blanco,Tracción delantera,5,5,3,1091.0,Gasolina,11
5116,2023-11-17,https://www.autoscout24.es/anuncios/hyundai-tucson-1-6-gdi-bd-essence-4x2-131-gasolina-azul-6317e511-0a40-4d53-abe1-544580b0fde5,Hyundai,TUCSON,14190.0,https://maps.google.com/?q=Av.%20Laboral%2C%2010%2C%2028021%20MADRID%2C%20ES,131,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,110722,2018,Manual,2494.0,10.1,Azul,Azul,Tracción a las cuatro ruedas,5,5,4,2055.0,Diésel,5
5117,2023-11-17,https://www.autoscout24.es/anuncios/hyundai-santa-fe-2-2-crdi-comfort-4x4-diesel-gris-94d17a9e-d11b-4f8c-8f8d-61f3ce65ea3f,Hyundai,SANTA FE,10990.0,https://maps.google.com/?q=CTRA.%20NAC.%20634%20-%20BILBAO-GALDAKAO%2C%20KM.%207%20(A%20LA%20ALTURA%20DE%20F%C3%81BRICA%20FIRESTONE)%2C%2048960%20GALDAKANO%2C%20ES,155,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,153370,2010,Automático,1498.0,4.4,Gris,Gris,Tracción delantera,5,6,4,1426.0,Diésel,11
5118,2023-11-17,https://www.autoscout24.es/anuncios/hyundai-tucson-1-6-gdi-be-klass-4x2-gasolina-gris-1de82baf-196e-48c4-8fa3-1fa047f514ec,Hyundai,TUCSON,18990.0,https://maps.google.com/?q=TOLEDO%2C%2045001%20TOLEDO%2C%20ES,132,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,47508,2019,Manual,5000.0,12.7,Gris,Gris,Tracción a las cuatro ruedas,4,8,8,2310.0,Gasolina,4
5119,2023-11-17,https://www.autoscout24.es/anuncios/hyundai-bayon-1-2-mpi-61-8-kw-84-cv-mt6-2wd-smart-gasolina-verde-1a6c7577-a457-4808-9132-9899636e6c2c,Hyundai,BAYON,14400.0,https://maps.google.com/?q=-%2C%2035019%20LAS%20PALMAS%20DE%20GRAN%20CANARIA%2C%20ES,11,Prof.,Sedán,Ocasión,5,España,12,99310,2022,Manual,1368.0,6.8,Verde,Verde,Tracción delantera,5,5,4,1065.0,Gasolina,5
5120,2023-11-17,https://www.autoscout24.es/anuncios/hyundai-ioniq-hev-1-6-gdi-klass-nav-electro-gasolina-gris-e7e2b7d8-a945-4f6c-acc1-9c1dd4a12396,Hyundai,IONIQ,12900.0,https://maps.google.com/?q=C%2F%20%20VILLALPANDO%2C46%2C%2049023%20ZAMORA%2C%20ES,141,Prof.,Coche pequeño,Ocasión,5,España,12,220000,2018,Automático,1997.0,5.3,Gris,Gris,Tracción delantera,2,6,4,1671.0,Diésel,10
5121,2023-11-17,https://www.autoscout24.es/anuncios/hyundai-tucson-1-6-crdi-klass-4x2-diesel-blanco-31e224c5-1dd1-4e73-a98f-4fba98409abb,Hyundai,TUCSON,266001.0,https://maps.google.com/?q=CTRA.%20LOGRO%C3%91O%2C%2032%2C%2050011%20ZARAGOZA%2C%20ES,116,Prof.,SUV/4x4/Pickup,Ocasión,5,España,40,9153,2022,Manual,2179.0,5.7,Blanco,POLAR WHITE,Tracción a las cuatro ruedas,5,9,4,1967.0,Diésel,3
5122,2023-11-17,https://www.autoscout24.es/anuncios/hyundai-tucson-1-7crdi-bd-essence-4x2-diesel-azul-29f6e17e-3f40-486e-8df7-600ee20ed895,Hyundai,TUCSON,12990.0,https://maps.google.com/?q=CTRA.%20DE%20CARRI%C3%93N%2C%2012%2C%2013005%20CIUDAD%20REAL%2C%20ES,114,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,95008,2016,Manual,2891.0,9.2,Azul,Azul,Tracción delantera,5,1,6,1620.0,Eléctrico,9
5123,2023-11-17,https://www.autoscout24.es/anuncios/hyundai-kona-1-0-tgdi-klass-2wd-120-5p-gasolina-blanco-71308225-05be-49cf-877b-9cbf9635415f,Hyundai,KONA,159091.0,https://maps.google.com/?q=TOLEDO%2C%2045001%20TOLEDO%2C%20ES,120,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,45962,2020,Manual,2721.0,9.4,Blanco,Blanco,Tracción a las cuatro ruedas,5,6,6,2494.0,Diésel,11
5124,2023-11-17,https://www.autoscout24.es/anuncios/hyundai-i20-1-2-essence-gasolina-blanco-2f6c4b98-294a-4e9c-8c58-083ccca28f1e,Hyundai,i20,9918.0,https://maps.google.com/?q=AVENIDA%20DE%20DENIA%20(CENTRO%20COMERCIAL%20PLAZA%20MAR%202)%2C%2003016%20ALICANTE%2C%20ES,84,Prof.,Coche pequeño,Ocasión,5,España,12,63804,2018,Manual,1798.0,6.1,Blanco,Blanco,Tracción trasera,5,7,4,1103.0,Gasolina,3
5125,2023-11-17,https://www.autoscout24.es/anuncios/hyundai-tucson-1-6-gdi-bd-tecno-4x2-gasolina-blanco-3d5dc9be-b999-410e-b0fc-a5ba31ea7cfa,Hyundai,TUCSON,22900.0,https://maps.google.com/?q=ALBACETE%2C%2002001%20ALBACETE%2C%20ES,132,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,35100,2018,Manual,2891.0,9.2,Blanco,Blanco,Tracción trasera,5,8,6,1620.0,Diésel,12
5126,2023-11-17,https://www.autoscout24.es/anuncios/hyundai-kona-1-0-tgdi-klass-2wd-120-5p-gasolina-blanco-362f564d-d62e-4218-9a5d-5d5a9ddeebc8,Hyundai,KONA,159091.0,https://maps.google.com/?q=Salamanca%2C%2037001%20Salamanca%2C%20ES,120,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,45962,2020,Manual,1368.0,6.6,Blanco,Blanco,Tracción delantera,7,5,4,1045.0,Gasolina,11
5127,2023-11-17,https://www.autoscout24.es/anuncios/hyundai-ioniq-hev-1-6-gdi-tecno-electro-gasolina-blanco-71af5097-0f5f-47d8-a54d-16376b289eda,Hyundai,IONIQ,16400.0,https://maps.google.com/?q=CALLE%20PE%C3%91A%20REDONDA%20R%2026%20POLIGONO%20SILVOTA%2C%2033192%20LLANERA%2C%20ES,141,Prof.,Coche pequeño,Ocasión,5,España,12,110000,2017,Automático,1997.0,7.9,Blanco,Blanco,Tracción a las cuatro ruedas,2,9,4,1893.0,Gasolina,10
5128,2023-11-17,https://www.autoscout24.es/anuncios/hyundai-tucson-1-6-gdi-bd-tecno-4x2-go-gasolina-rojo-30f6ca61-14d2-47fe-ac01-57ec784c178c,Hyundai,TUCSON,17400.0,https://maps.google.com/?q=AVDA.%20DE%20LUGO%2C%2099%2C%2036004%20PONTEVEDRA%2C%20ES,131,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,27279,2018,Manual,2179.0,7.2,Rojo,Rojo,Tracción a las cuatro ruedas,5,9,4,1685.0,Diésel,5
5129,2023-11-17,https://www.autoscout24.es/anuncios/hyundai-kona-1-6-gdi-hev-klass-dt-141-5p-gasolina-gris-b2f20213-cd62-472c-9a19-21315fe4f2c5,Hyundai,KONA,17727.0,https://maps.google.com/?q=-%2C%2002001%20ALBACETE%2C%20ES,141,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,66275,2019,Automático,1999.0,5.1,Gris,Gris,Tracción a las cuatro ruedas,5,9,4,1675.0,Diésel,10
5130,2023-11-17,https://www.autoscout24.es/anuncios/hyundai-santa-fe-2-2crdi-comfort-f-7pl-diesel-gris-12d20956-444f-46fd-a4a9-165cdfce027d,Hyundai,SANTA FE,6499.0,https://maps.google.com/?q=C%2F%20CAMINO%20DE%20LA%20BULLIDERA%20N%C2%BA20%20POLIGONO%20LOS%20ALAMOS%2C%2023520%20BEGIJAR%2C%20ES,155,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,290000,2010,Manual,1999.0,5.3,Gris,Gris,Tracción a las cuatro ruedas,5,6,4,1874.0,Diésel,4
5131,2023-11-17,https://www.autoscout24.es/anuncios/hyundai-tucson-1-6-gdi-bd-tecno-4x2-gasolina-blanco-903f8cf9-0561-4852-ae1d-f23bff20138c,Hyundai,TUCSON,22900.0,https://maps.google.com/?q=C%2F%20Manzanos%20n%C2%BA%201%2C%2028703%20San%20Sebasti%C3%A1n%20de%20los%20Reyes%20-%20Madrid%2C%20ES,132,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,35100,2018,Manual,4367.0,8.4,Blanco,Blanco,Tracción a las cuatro ruedas,5,8,8,2360.0,Diésel,12
5132,2023-11-17,https://www.autoscout24.es/anuncios/hyundai-tucson-1-6-crdi-85kw-116cv-48v-klass-4x2-electro-diesel-9ca9ea6f-0d27-42ea-aa5a-0da61ada9275,Hyundai,TUCSON,223001.0,https://maps.google.com/?q=Parque%20Comercial%20Megapark%2C%20(Plaza%20norte%2C%202)%20Plaza%20del%20Comercio%2C%2019%2C%2028703%20SAN%20SEBASTI%C3%81N%20DE%20LOS%20REYES%2C%20ES,116,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,67096,2020,Manual,2993.0,7.5,Gris-negro,Gris-negro,Tracción a las cuatro ruedas,4,8,6,2115.0,Diésel,8
5133,2023-11-17,https://www.autoscout24.es/anuncios/hyundai-tucson-1-6-gdi-sle-4x2-gasolina-blanco-d77c7184-47ae-469e-b865-b7b9838db413,Hyundai,TUCSON,17900.0,https://maps.google.com/?q=ALBACETE%2C%2002001%20ALBACETE%2C%20ES,132,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,60000,2019,Manual,2891.0,9.2,Blanco,Blanco,Tracción trasera,5,8,6,1620.0,Diésel,10
5134,2023-11-17,https://www.autoscout24.es/anuncios/hyundai-tucson-1-6crdi-sle-4x2-diesel-rojo-d134360d-4fea-46b7-9936-566cd644db72,Hyundai,TUCSON,23000.0,https://maps.google.com/?q=C%2F%20EIX%2011%20SEPTIEMBRE%2C%2025-37%2C%2008500%20VIC%2C%20ES,116,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,4000,2021,Manual,1999.0,5.3,Rojo,ROJO,Tracción a las cuatro ruedas,5,9,4,1785.0,Diésel,6
5135,2023-11-17,https://www.autoscout24.es/anuncios/hyundai-tucson-1-6-gdi-sle-4x2-gasolina-gris-1d2d8b57-30d6-4d13-825f-08f68e82a10a,Hyundai,TUCSON,20590.0,https://maps.google.com/?q=CTRA.%20GIJON-OVIEDO%2C%20KM%204%20AS-18%20%2C%20N%C2%BA1529%2C%2033010%20GIJON%2C%20ES,132,Prof.,SUV/4x4/Pickup,Ocasión,5,España,60,24648,2020,Manual,2495.0,10.8,Gris,GRIS,Tracción a las cuatro ruedas,5,5,5,1920.0,Diésel,3
5136,2023-11-17,https://www.autoscout24.es/anuncios/hyundai-tucson-1-6-crdi-klass-4x2-diesel-blanco-f10bdd6e-fcc1-47d8-b3e2-3b74e1b3fd14,Hyundai,TUCSON,229901.0,https://maps.google.com/?q=C.%20DINAMARCA%2C%2019%2C%2033010%20OVIEDO%2C%20ES,116,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,16472,2022,Manual,2891.0,9.2,Blanco,Blanco,Tracción trasera,5,8,6,1620.0,Diésel,5
5137,2023-11-17,https://www.autoscout24.es/anuncios/hyundai-santa-fe-tm-crdi-2-2-200cv-4x4-dct-style-diesel-598ee7fb-eaaf-46d2-b1b2-c2f97fcc715f,Hyundai,SANTA FE,49900.0,https://maps.google.com/?q=Calle%20Sta.%20Leticia%2C%20N%C2%BA%201%2C%2030310%20CARTAGENA%2C%20ES,203,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,36192,2022,Automático,1368.0,6.6,ABYSS BLACK,ABYSS BLACK,Tracción delantera,5,5,4,1045.0,Gasolina,3
5138,2023-11-17,https://www.autoscout24.es/anuncios/hyundai-tucson-1-6-gdi-bd-tecno-4x2-gasolina-blanco-06674813-589c-404d-a02a-49cc6e41a0a5,Hyundai,TUCSON,22900.0,https://maps.google.com/?q=TOLEDO%2C%2045001%20TOLEDO%2C%20ES,132,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,35100,2018,Manual,3528.0,9.2,Blanco,Blanco,Tracción a las cuatro ruedas,5,5,8,1985.0,Gasolina,12
5139,2023-11-17,https://www.autoscout24.es/anuncios/hyundai-santa-fe-tm-2-2crdi-klass-sr-4x2-aut-diesel-gris-76fee427-c6cf-419d-bd1d-cd8925da9e73,Hyundai,SANTA FE,33490.0,https://maps.google.com/?q=ALBACETE%2C%2002001%20ALBACETE%2C%20ES,200,Prof.,SUV/4x4/Pickup,Ocasión,5,España,35,36100,2021,Automático,4011.0,13.7,Gris,Gris,Tracción a las cuatro ruedas,5,5,6,1990.0,Gasolina,7
5140,2023-11-17,https://www.autoscout24.es/anuncios/hyundai-tucson-1-7-crdi-85kw-115cv-bluedrive-link-4x2-todoterre-diesel-2e379496-7ce1-4a83-a61e-d26a468558a4,Hyundai,TUCSON,17500.0,https://maps.google.com/?q=Calle%20Sagasta%2022%20entresuelo%2C%2030201%20Cartagena%2C%20ES,116,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,84184,2018,Manual,1999.0,5.7,POLAR WHITE,POLAR WHITE,Tracción a las cuatro ruedas,5,9,4,1967.0,Diésel,5
5141,2023-11-17,https://www.autoscout24.es/anuncios/hyundai-atos-prime-1-1-gls-gasolina-gris-2f3d73d7-5e5a-4483-97b6-65536be3a92a,Hyundai,Atos,2900.0,https://maps.google.com/?q=Av.%20Cortes%20Valencianas%2029%2C%20Local%20VIPCar%2C%203183%20Torrevieja%2C%20ES,58,Prof.,Coche pequeño,Ocasión,5,España,12,141000,2003,Manual,1242.0,5.2,Gris,Gris,Tracción delantera,7,5,4,1055.0,Gasolina,10
5142,2023-11-17,https://www.autoscout24.es/anuncios/hyundai-ioniq-1-6-gdi-hev-klass-dt-141cv-5p-electro-gasolina-blanco-7d38f279-899e-4ced-94b5-af8418de7494,Hyundai,IONIQ,15097.0,https://maps.google.com/?q=AVDA.%20ORTEGA%20Y%20GASSET%2C%20294%2C%2029002%20M%C3%A1laga%2C%20ES,141,Prof.,Sedán,Ocasión,5,España,12,103947,2019,Automático,999.0,4.5,Blanco,Blanco,Tracción delantera,5,5,3,1101.0,Gasolina,3
5143,2023-11-17,https://www.autoscout24.es/anuncios/hyundai-i30-1-6crdi-klass-max-110-diesel-gris-099ba4f2-4476-4531-95dd-c7f73103c79a,Hyundai,i30,12394.0,https://maps.google.com/?q=AVENIDA%20DE%20DENIA%20(CENTRO%20COMERCIAL%20PLAZA%20MAR%202)%2C%2003016%20ALICANTE%2C%20ES,110,Prof.,Coche pequeño,Ocasión,5,España,12,121929,2018,Manual,5935.0,16.5,Gris,Gris,Tracción trasera,5,6,12,1800.0,Gasolina,6
5144,2023-11-17,https://www.autoscout24.es/anuncios/hyundai-ioniq-hev-1-6-gdi-style-electro-gasolina-azul-62722d99-94af-4d95-9340-9134d994a6bd,Hyundai,IONIQ,15900.0,https://maps.google.com/?q=VALLADOLID%2C%2047001%20VALLADOLID%2C%20ES,141,Prof.,Coche pequeño,Ocasión,5,España,12,150000,2017,Automático,1997.0,3.4,Azul,Azul,Tracción a las cuatro ruedas,5,8,4,2471.0,Diésel,12
5145,2023-11-17,https://www.autoscout24.es/anuncios/hyundai-kona-1-6-crdi-klass-4x2-dt-136-diesel-gris-f55e9d75-5c49-4a17-b2d9-d7fee4512d60,Hyundai,KONA,16995.0,https://maps.google.com/?q=AVENIDA%20FEDERICO%20GARCIA%20LORCA%2C%206%2C%2003509%20FINESTRAT%2C%20ES,136,Prof.,SUV/4x4/Pickup,Ocasión,5,España,24,97000,2019,Automático,1368.0,5.1,Gris,Gris,Tracción delantera,5,5,4,1090.0,Gasolina,2
5146,2023-11-17,https://www.autoscout24.es/anuncios/hyundai-tucson-1-6-gdi-sle-4x2-gasolina-blanco-8a3f453f-7324-4b92-aace-b1ff640668a0,Hyundai,TUCSON,17900.0,https://maps.google.com/?q=TOLEDO%2C%2045001%20TOLEDO%2C%20ES,132,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,60000,2019,Manual,2891.0,9.2,Blanco,Blanco,Tracción trasera,5,8,6,1620.0,Diésel,10
5147,2023-11-17,https://www.autoscout24.es/anuncios/hyundai-santa-fe-tm-2-0crdi-essence-dk-4x2-diesel-negro-9ec0d901-34cc-422c-a5e2-53020f4f6915,Hyundai,SANTA FE,35490.0,https://maps.google.com/?q=AVDA.%20MADRID%207%2C%2028500%20ARGANDA%20DEL%20REY%2C%20ES,150,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,39639,2020,Manual,1999.0,5.1,Negro,Negro,Tracción a las cuatro ruedas,5,9,4,1675.0,Diésel,12
5148,2023-11-17,https://www.autoscout24.es/anuncios/hyundai-kona-1-0-tgdi-maxx-4x2-gasolina-gris-d3e44241-c46e-4fda-aafd-1c8e097d2f95,Hyundai,KONA,16775.0,https://maps.google.com/?q=Presagana%20Kalea%2C%203%2C%2C%2048970%20Basauri%2C%2C%20ES,120,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,9194,2021,Manual,1997.0,3.4,Gris,Gris,Tracción a las cuatro ruedas,5,8,4,2471.0,Diésel,10
5149,2023-11-17,https://www.autoscout24.es/anuncios/hyundai-kona-1-0-tgdi-klass-2wd-120-5p-gasolina-blanco-77eef78a-32a7-4a61-b462-de03f6157982,Hyundai,KONA,159091.0,https://maps.google.com/?q=-%2C%2002001%20ALBACETE%2C%20ES,120,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,45962,2020,Manual,1999.0,5.4,Blanco,Blanco,Tracción a las cuatro ruedas,5,8,4,1829.0,Diésel,11
5150,2023-11-17,https://www.autoscout24.es/anuncios/hyundai-tucson-1-6crdi-tecno-sky-safe-4x2-dt-136-diesel-gris-41026799-aa24-420a-8ebe-2b1dba8219c4,Hyundai,TUCSON,259501.0,https://maps.google.com/?q=AVENIDA%20DE%20GIJON%2C%2017%2C%2047009%20VALLADOLID%2C%20ES,136,Prof.,SUV/4x4/Pickup,Ocasión,5,España,36,32934,2019,Automático,1999.0,5.1,Gris,Gris,Tracción a las cuatro ruedas,5,6,4,1775.0,Diésel,10
5151,2023-11-17,https://www.autoscout24.es/anuncios/hyundai-i30-1-6-crdi-85kw-klass-116-5p-diesel-gris-c4bef301-6d7b-452b-94fe-eb5e3fdf0763,Hyundai,i30,16990.0,https://maps.google.com/?q=CTRA.%20GIJON-OVIEDO%2C%20KM%204%20AS-18%20%2C%20N%C2%BA1529%2C%2033010%20GIJON%2C%20ES,116,Prof.,Sedán,Ocasión,5,España,12,65877,2021,Manual,5935.0,14.4,Gris,GRIS,Tracción trasera,5,6,12,1739.0,Gasolina,6
5152,2023-11-17,https://www.autoscout24.es/anuncios/hyundai-tucson-1-7crdi-bd-link-4x2-115-diesel-gris-8f86be01-024a-4ee6-817b-923736026df9,Hyundai,TUCSON,189991.0,https://maps.google.com/?q=C%2F%20FRONTON%2C%2026%2C%2037189%20ALDEASECA%20DE%20ARMU%C3%91A%2C%20ES,114,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,58000,2018,Manual,2891.0,9.2,Gris,Gris,Tracción trasera,5,8,6,1620.0,Gasolina,9
5153,2023-11-17,https://www.autoscout24.es/anuncios/hyundai-i30-1-6crdi-klass-116-diesel-rojo-785aa2da-d0aa-4de9-b5cb-144b487752e8,Hyundai,i30,14090.0,https://maps.google.com/?q=Av.%20Laboral%2C%2010%2C%2028021%20MADRID%2C%20ES,116,Prof.,Coche pequeño,Ocasión,5,España,12,72293,2020,Manual,5935.0,18.8,Rojo,Rojo,Tracción trasera,5,5,12,1995.0,Gasolina,6
5154,2023-11-17,https://www.autoscout24.es/anuncios/hyundai-kona-1-6-gdi-hev-klass-dt-141-5p-gasolina-gris-7f1e9124-7216-4987-9ed7-e4f86210c5dc,Hyundai,KONA,17727.0,https://maps.google.com/?q=CIUDAD%20REAL%2C%2013001%20CIUDAD%20REAL%2C%20ES,141,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,66275,2019,Automático,1368.0,7.9,Gris,Gris,Tracción delantera,5,5,4,1035.0,Gasolina,10
5155,2023-11-17,https://www.autoscout24.es/anuncios/hyundai-tucson-1-6-gdi-sle-2wd-132-5p-gasolina-blanco-21dd4342-b3f5-41dd-8270-8e1780f6174d,Hyundai,TUCSON,159091.0,https://maps.google.com/?q=Salamanca%2C%2037001%20Salamanca%2C%20ES,132,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,103006,2019,Manual,1970.0,9.2,Blanco,Blanco,Tracción delantera,8,5,4,1370.0,Gasolina,6
5156,2023-11-17,https://www.autoscout24.es/anuncios/hyundai-tucson-1-6-gdi-sle-2wd-132-5p-gasolina-blanco-20ebe06e-174c-4134-b235-01b9d615becb,Hyundai,TUCSON,159091.0,https://maps.google.com/?q=Avenida%20Carlos%20Sainz%2C%2023%2C%2028914%20Legan%C3%A9s%2C%20ES,132,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,103006,2019,Manual,2891.0,9.2,Blanco,Blanco,Tracción trasera,4,8,6,1620.0,Diésel,6
